OBJECTID;ARRDT;BOIS;TYPE_VOIE;NOM_VOIE;STATUT;TYPOLOGIE;SENS_VELO;TYPOLOGIE_SIMPLE;SHAPE.LEN;geo_shape;geo_point_2d 
4463;9;NON;RUE DE;VINTIMILLE;ZONE 30;SANS MARQUAGE;CONTRESENS;SANS MARQUAGE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.3297348310831802, 48.88281735213328], [2.328940446761359, 48.882255619654835]]}";48.8825364859, 2.32933763892
4465;10;NON;RUE;RENE BOULANGER;AIRE PIETONNE;SANS MARQUAGE;CONTRESENS;SANS MARQUAGE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.359853404428663, 48.868615427717884], [2.358811952798836, 48.86893798399239], [2.35871345191694, 48.868969817617284], [2.358137164180618, 48.869137101487524], [2.357960499160908, 48.869189454986085], [2.357812980966385, 48.86921816951339], [2.3575037167225013, 48.8692593409851], [2.357149756671981, 48.86929798728353], [2.357067511385624, 48.86929849733176], [2.356107912764942, 48.86919339954521], [2.356100627793116, 48.869192981018784], [2.356093504619702, 48.86919139786391], [2.356086728198743, 48.869188691187375], [2.356080474480814, 48.86918493126837], [2.3560749058444452, 48.869180215733635], [2.356070166879941, 48.869174667022584], [2.35606638063508, 48.869168429208166], [2.356007270221672, 48.86904818386759], [2.35584923960133, 48.86909146789787]]}";48.8690752771, 2.35783205654
4468;10;NON;RUE;RENE BOULANGER;VOIE 50;CONTINUITE VELO;;CONTINUITE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.355817676974601, 48.86897262535125], [2.355848834596386, 48.869027168198016], [2.355854478180971, 48.86903564913085]]}";48.8690042941, 2.3558358235
4480;10;NON;BOULEVARD;SAINT-MARTIN;VOIE 50;CONTINUITE VELO;;CONTINUITE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.35584923960133, 48.86909146789787], [2.355807620012424, 48.86908854384232], [2.355748779837603, 48.86898847264556]]}";48.8690521233, 2.35579147981
4483;2;NON;RUE;SAINTE-APOLLINE;AIRE PIETONNE;SANS MARQUAGE;SENS CIRCULATION GENERALE;SANS MARQUAGE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.353846182506018, 48.868974131248976], [2.353576772806739, 48.8690288941599], [2.353491032134479, 48.86903497472185], [2.352348904237113, 48.869268099596624]]}";48.8691177845, 2.35309708132
2142;14;NON;RUE DU;PERE CORENTIN;ZONE 30;BANDE CYCLABLE SUR CHAUSSEE;CONTRESENS;BANDE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.328004912423856, 48.82423277046509], [2.328067374180884, 48.82427570260625]]}";48.8242542365, 2.3280361433
2148;14;NON;RUE DE LA;TOMBE ISSOIRE;VOIE 50;PISTE CYCLABLE AVEC STATIONNEMENT RECONSTITUE;SENS CIRCULATION GENERALE;PISTE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.33035887711112, 48.82235006582166], [2.330393344134285, 48.822446681770586]]}";48.8223983738, 2.33037611062
2158;14;NON;RUE DE LA;TOMBE ISSOIRE;ZONE 30;BANDE CYCLABLE DECALEE;CONTRESENS;BANDE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.331592690973852, 48.825601733778406], [2.331684260304522, 48.82585059995901]]}";48.8257261669, 2.33163847564
2159;14;NON;RUE DE LA;TOMBE ISSOIRE;ZONE 30;PISTE CYCLABLE AVEC STATIONNEMENT RECONSTITUE;CONTRESENS;PISTE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.331339654393151, 48.82482441880055], [2.331523226755559, 48.82533310486211]]}";48.8250787618, 2.33143144057
2162;14;NON;RUE DE LA;TOMBE ISSOIRE;ZONE 30;CONTINUITE VELO;CONTRESENS;CONTINUITE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.331596455034957, 48.82553439904834], [2.331592690973852, 48.825601733778406]]}";48.8255680664, 2.331594573
2166;14;NON;RUE DE LA;TOMBE ISSOIRE;ZONE 30;CONTINUITE VELO;CONTRESENS;CONTINUITE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.3321559959743983, 48.826842055565514], [2.332167600536499, 48.8269174565873]]}";48.8268797561, 2.33216179826
2167;14;NON;RUE DE L;AUDE;ZONE 30;PISTE CYCLABLE SUR CHAUSSEE;CONTRESENS;PISTE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.331973051409407, 48.82693233106458], [2.332069255974694, 48.8268952003126]]}";48.8269137657, 2.33202115369
2169;14;NON;RUE DU;PERE CORENTIN;ZONE 30;PISTE CYCLABLE SUR CHAUSSEE;CONTRESENS;PISTE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.331802550281401, 48.826881580013286], [2.331765160774434, 48.826856471838106], [2.331724723344339, 48.826842838584945], [2.331317341741611, 48.826564115744034], [2.3308181333485942, 48.82622288481083]]}";48.8265569808, 2.3313079558
2176;14;NON;RUE DES;ARTISTES;ZONE 30;BANDE CYCLABLE SUR CHAUSSEE;CONTRESENS;BANDE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.334476557216562, 48.82599639776103], [2.334462879184643, 48.82590159339993], [2.334445755555469, 48.825803816330335], [2.334440985519122, 48.825784880410545]]}";48.8258903775, 2.33446019596
2182;14;NON;RUE DES;ARTISTES;ZONE 30;PISTE CYCLABLE SUR CHAUSSEE;CONTRESENS;PISTE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.334563243157961, 48.82644738202353], [2.334554622388642, 48.82640469240427]]}";48.8264260372, 2.33455893277
2183;14;NON;RUE DES;ARTISTES;ZONE 30;PISTE CYCLABLE SUR CHAUSSEE;CONTRESENS;PISTE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.334514393700604, 48.82620548099136], [2.334504128213927, 48.826154646320525]]}";48.8261800637, 2.33450926096
2185;14;NON;RUE;HENRI REGNAULT;ZONE 30;SANS MARQUAGE;CONTRESENS;SANS MARQUAGE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.331014683267463, 48.82441418376395], [2.329998067379318, 48.824616972574525], [2.328984970227475, 48.82481937157113]]}";48.8246167025, 2.32999981174
2186;14;NON;RUE;BEAUNIER;ZONE 30;SANS MARQUAGE;CONTRESENS;SANS MARQUAGE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.330844092180975, 48.823976623281794], [2.329741135556612, 48.824189350794704], [2.328623086858395, 48.82440398803459], [2.328422818889119, 48.82444295589427]]}";48.8242098183, 2.32963346086
2187;14;NON;RUE;PAUL FORT;ZONE 30;SANS MARQUAGE;CONTRESENS;SANS MARQUAGE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.330713755915457, 48.82363871683792], [2.330477311526556, 48.823610932272004], [2.330430823635015, 48.82360672843957], [2.330384146057712, 48.82360673508312], [2.330337659364703, 48.82361095214847], [2.329719198638673, 48.82373257546663], [2.329083611580069, 48.823854259873364], [2.328459083943781, 48.82397504079459], [2.327890777554058, 48.82408651228219]]}";48.8238184343, 2.32930014839
2188;14;NON;VILLA;VIRGINIE;ZONE 30;SANS MARQUAGE;CONTRESENS;SANS MARQUAGE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.327604257335496, 48.82408089233585], [2.326521586476542, 48.82432016526342], [2.326051955798999, 48.82442343646334]]}";48.8242523368, 2.32682814457
2190;14;NON;RUE;SARRETTE;ZONE 30;BANDE CYCLABLE SUR CHAUSSEE;CONTRESENS;BANDE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.328268946584219, 48.82585576475522], [2.328730117139489, 48.8260701054104]]}";48.8259629351, 2.32849953186
2204;14;NON;RUE;ADOLPHE FOCILLON;ZONE 30;CONTINUITE VELO;CONTRESENS;CONTINUITE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.328401325103539, 48.826902095601504], [2.328409495605139, 48.82688629811975], [2.328420004618695, 48.82687194966478], [2.328432600702103, 48.82685939354241], [2.328446982477346, 48.82684893017455]]}";48.8268732886, 2.32842156368
2205;14;NON;RUE DU;LUNAIN;ZONE 30;SANS MARQUAGE;CONTRESENS;SANS MARQUAGE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.329487471560074, 48.826501396744796], [2.329378192254157, 48.82692768557491], [2.329249600404832, 48.82742625345473], [2.3291709570999553, 48.82773596653845]]}";48.8271186231, 2.32932898475
2208;6;NON;RUE;GUYNEMER;VOIE 50;CONTINUITE VELO;SENS CIRCULATION GENERALE;CONTINUITE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.332478318504122, 48.84855015058871], [2.33245802414473, 48.84816207646014]]}";48.8483561135, 2.33246817132
2212;6;NON;RUE;GUYNEMER;VOIE 50;BANDE CYCLABLE SUR CHAUSSEE;SENS CIRCULATION GENERALE;BANDE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.332429939867787, 48.84770121472806], [2.332427868909603, 48.84766723007032], [2.332419740953932, 48.84752938782038]]}";48.8476153029, 2.33242481362
2216;6;NON;RUE;GUYNEMER;VOIE 50;COULOIR BUS MARQUE;SENS CIRCULATION GENERALE;COULOIR BUS OUVERT AUX VELOS;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.332310990844955, 48.84567793633333], [2.332316135721277, 48.84565188707212], [2.332286436286521, 48.84519471427096]]}";48.8454365367, 2.33230195858
2220;6;NON;RUE;GUYNEMER;VOIE 50;BANDE CYCLABLE SUR CHAUSSEE;SENS CIRCULATION GENERALE;BANDE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.332358491641986, 48.84652052626912], [2.332352507969395, 48.84642824152364]]}";48.8464743839, 2.33235549981
2225;6;NON;RUE;BONAPARTE;VOIE 50;BANDE CYCLABLE SUR CHAUSSEE;SENS CIRCULATION GENERALE;BANDE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.332796466597235, 48.85083446241284], [2.332683826865716, 48.85036710380553]]}";48.8506007831, 2.33274014673
2226;6;NON;RUE;BONAPARTE;VOIE 50;CONTINUITE VELO;SENS CIRCULATION GENERALE;CONTINUITE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.332683826865716, 48.85036710380553], [2.332633905340585, 48.85020727210308]]}";48.850287188, 2.3326588661
2228;6;NON;RUE;BONAPARTE;VOIE 50;BANDE CYCLABLE SUR CHAUSSEE;SENS CIRCULATION GENERALE;BANDE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.332633905340585, 48.85020727210308], [2.3326585847102432, 48.849603418449526], [2.332662294849821, 48.84952210260084]]}";48.84986468, 2.33264792996
2238;6;NON;RUE;SAINT SULPICE;VOIE 30;CONTINUITE VELO;SENS CIRCULATION GENERALE;CONTINUITE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.335505052722511, 48.85132267793332], [2.335413538341152, 48.85132291522967], [2.335196495234225, 48.851332893100064]]}";48.8513263904, 2.33535074012
2241;6;NON;PLACE;SAINT SULPICE;VOIE 30;PISTE CYCLABLE SUR CHAUSSEE;SENS CIRCULATION GENERALE;PISTE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.333352789608786, 48.85123838474329], [2.333112376036252, 48.85122064233222]]}";48.8512295135, 2.33323258282
2243;6;NON;CARREFOUR DE L;ODEON;VOIE 50;CONTINUITE VELO;SENS CIRCULATION GENERALE;CONTINUITE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.338416167274039, 48.85179137380177], [2.338303932537904, 48.8516438749765]]}";48.8517176244, 2.33836004991
2246;7;NON;BOULEVARD;SAINT GERMAIN;VOIE 50;CONTINUITE COULOIR BUS;SENS CIRCULATION GENERALE;CONTINUITE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.3252234077150042, 48.856412628880065], [2.325671038179158, 48.85611025860866], [2.326034945942804, 48.855919865046054]]}";48.8561550275, 2.32562248111
2247;7;NON;BOULEVARD;SAINT GERMAIN;VOIE 50;COULOIR BUS PROTEGE;SENS CIRCULATION GENERALE;COULOIR BUS OUVERT AUX VELOS;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.32693961927293, 48.85551587977502], [2.327049114389926, 48.855466983420655], [2.327578852430194, 48.85522756409735], [2.328402525503088, 48.8549895877935], [2.3289770269552212, 48.854826776855376]]}";48.855138734, 2.32794642491
2249;7;NON;BOULEVARD;SAINT GERMAIN;VOIE 50;CONTINUITE COULOIR BUS;SENS CIRCULATION GENERALE;CONTINUITE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.326699043368898, 48.85562331114127], [2.32693961927293, 48.85551587977502]]}";48.8555695955, 2.32681933132
2258;6;NON;BOULEVARD;SAINT GERMAIN;VOIE 50;CONTINUITE COULOIR BUS;SENS CIRCULATION GENERALE;CONTINUITE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.331464272650591, 48.85417328730367], [2.331656951021823, 48.85412713354272]]}";48.8541502104, 2.33156061184
2265;6;NON;BOULEVARD;SAINT GERMAIN;VOIE 50;COULOIR BUS MARQUE;SENS CIRCULATION GENERALE;COULOIR BUS OUVERT AUX VELOS;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.33351492864898, 48.85369133349826], [2.3335833333641762, 48.85367943083789], [2.334104376831675, 48.85355225243771]]}";48.8536238122, 2.33381007436
2271;6;NON;BOULEVARD;SAINT GERMAIN;VOIE 50;COULOIR BUS PROTEGE;SENS CIRCULATION GENERALE;COULOIR BUS OUVERT AUX VELOS;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.336018765643725, 48.853081782669314], [2.336582653416031, 48.852941369409905], [2.336869008933923, 48.852872017256]]}";48.8529762893, 2.33644373732
2273;6;NON;BOULEVARD;SAINT GERMAIN;VOIE 50;COULOIR BUS PROTEGE;SENS CIRCULATION GENERALE;COULOIR BUS OUVERT AUX VELOS;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.337136929828162, 48.85280712897321], [2.3376224746082173, 48.852689531988275]]}";48.8527483305, 2.33737970222
2281;6;NON;BOULEVARD;SAINT GERMAIN;VOIE 50;CONTINUITE COULOIR BUS;SENS CIRCULATION GENERALE;CONTINUITE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.341865150510835, 48.85165270922075], [2.342045014294807, 48.8516092791253]]}";48.8516309942, 2.3419550824
2283;5;NON;BOULEVARD;SAINT GERMAIN;VOIE 50;CONTINUITE COULOIR BUS;SENS CIRCULATION GENERALE;CONTINUITE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.343149144842906, 48.85134422569774], [2.3433229611277913, 48.85130346892094]]}";48.8513238473, 2.34323605299
2284;5;NON;BOULEVARD;SAINT GERMAIN;VOIE 50;COULOIR BUS MARQUE;SENS CIRCULATION GENERALE;COULOIR BUS OUVERT AUX VELOS;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.3433229611277913, 48.85130346892094], [2.343886129042184, 48.85117143805507], [2.344080816877161, 48.85110801620972], [2.344154811952099, 48.85109015886338]]}";48.8512019106, 2.34374030221
2287;5;NON;BOULEVARD;SAINT GERMAIN;VOIE 50;CONTINUITE COULOIR BUS;SENS CIRCULATION GENERALE;CONTINUITE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.344806614015214, 48.850932855939554], [2.345010271330835, 48.850896096327325]]}";48.8509144761, 2.34490844267
2289;5;NON;BOULEVARD;SAINT GERMAIN;VOIE 50;CONTINUITE COULOIR BUS;SENS CIRCULATION GENERALE;CONTINUITE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.345338001617825, 48.850816836494296], [2.345657428833813, 48.8507395836138]]}";48.8507782101, 2.34549771523
2296;5;NON;BOULEVARD;SAINT GERMAIN;VOIE 50;CONTINUITE COULOIR BUS;SENS CIRCULATION GENERALE;CONTINUITE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.3479570374029652, 48.85017936789146], [2.348263027557214, 48.85010507160832]]}";48.8501422197, 2.34811003248
2305;5;NON;BOULEVARD;SAINT GERMAIN;ZONE 30;BANDE CYCLABLE SUR CHAUSSEE;SENS CIRCULATION GENERALE;BANDE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.354401580164517, 48.84938312006228], [2.355062668161473, 48.849355976248624]]}";48.8493695482, 2.35473212416
2310;14;NON;AVENUE DE LA;PORTE DE CHATILLON;VOIE 50;COULOIR BUS PROTEGE;SENS CIRCULATION GENERALE;COULOIR BUS OUVERT AUX VELOS;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.315579083966788, 48.82308881981119], [2.315565806271523, 48.823084017024], [2.315005145932175, 48.82283616059241], [2.314960833861897, 48.82281533988752]]}";48.8229529988, 2.31526956419
2315;14;NON;AVENUE DE LA;PORTE DE MONTROUGE;VOIE 50;COULOIR BUS PROTEGE;SENS CIRCULATION GENERALE;COULOIR BUS OUVERT AUX VELOS;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.321235366461101, 48.82089395060702], [2.321423176756178, 48.82109326110862]]}";48.8209936059, 2.32132927161
2322;14;NON;PLACE DU;25 AOUT 1944;VOIE 50;COULOIR BUS PROTEGE;SENS CIRCULATION GENERALE;COULOIR BUS OUVERT AUX VELOS;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.32557957089682, 48.82273123438456], [2.325449561545813, 48.822198914453296]]}";48.8224650744, 2.32551456622
2323;14;NON;PLACE DU;25 AOUT 1944;VOIE 50;COULOIR BUS PROTEGE;SENS CIRCULATION GENERALE;COULOIR BUS OUVERT AUX VELOS;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.325254191157632, 48.82283555026784], [2.325115801957716, 48.82227166899925]]}";48.8225536096, 2.32518499656
2339;7;NON;BOULEVARD DES;INVALIDES;VOIE 50;COULOIR BUS PROTEGE;SENS CIRCULATION GENERALE;COULOIR BUS OUVERT AUX VELOS;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.314688404565716, 48.85003613017824], [2.314742149443249, 48.849939646753164]]}";48.8499878885, 2.314715277
2344;7;NON;BOULEVARD DES;INVALIDES;VOIE 50;COULOIR BUS PROTEGE;SENS CIRCULATION GENERALE;COULOIR BUS OUVERT AUX VELOS;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.315716365112939, 48.84816266893378], [2.315916177707953, 48.847799797388056], [2.316012189122449, 48.84762460812672]]}";48.8478937033, 2.31586439503
2345;7;NON;BOULEVARD DES;INVALIDES;VOIE 50;COULOIR BUS PROTEGE;SENS CIRCULATION GENERALE;COULOIR BUS OUVERT AUX VELOS;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.316180055857636, 48.847346547963326], [2.316425459869174, 48.846974414686116]]}";48.8471604813, 2.31630275786
2347;7;NON;BOULEVARD DES;INVALIDES;VOIE 50;CONTINUITE COULOIR BUS;SENS CIRCULATION GENERALE;CONTINUITE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.315605279694533, 48.84837014376637], [2.315716365112939, 48.84816266893378]]}";48.8482664064, 2.3156608224
4094;15;NON;PLACE DU;COMMERCE;ZONE DE RENCONTRE;CONTINUITE VELO;CONTRESENS;CONTINUITE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.29299880067618, 48.844727870231026], [2.293004425666617, 48.8447342549926], [2.293008860507355, 48.84474151707808], [2.293011971296742, 48.844749437222475], [2.293013664110358, 48.84475777629196], [2.293013887836886, 48.844766282504054], [2.293012635721328, 48.844774699029735], [2.29300994556895, 48.84478277174786], [2.293005898603832, 48.844790256917946], [2.293000617016455, 48.84479692853938], [2.29299426027439, 48.844802585175145], [2.292987020307479, 48.84480705603378], [2.292979115712871, 48.84481020612614], [2.292970785154896, 48.84481194034114]]}";48.8447756675, 2.29300208427
4095;15;NON;PLACE DU;COMMERCE;ZONE DE RENCONTRE;SANS MARQUAGE;CONTRESENS;SANS MARQUAGE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.292186585733611, 48.84544454522476], [2.292219835752112, 48.84548319547857], [2.292228002909995, 48.845486637323845], [2.292236622696861, 48.84548869840151], [2.292245463412693, 48.84548932330977], [2.292254287418902, 48.845488495251075], [2.29226285752605, 48.845486236483666], [2.292773837149026, 48.8452897457087], [2.293487052299493, 48.845011298416324], [2.293869370573326, 48.84486252794391]]}";48.8451908182, 2.29302208817
4101;15;NON;RUE DU;COMMERCE;ZONE 30;CONTINUITE VELO;CONTRESENS;CONTINUITE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.296520192316597, 48.84772935419171], [2.296650587376789, 48.8478804352858]]}";48.8478048947, 2.29658538985
4106;15;NON;RUE DE;LOURMEL;VOIE 50;BANDE CYCLABLE DECALEE;CONTRESENS;BANDE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.28183696863755, 48.837988454441955], [2.282140732740692, 48.83864362276963]]}";48.8383160386, 2.28198885069
4112;15;NON;RUE DE;LOURMEL;VOIE 30;COULOIR BUS MARQUE;SENS CIRCULATION GENERALE;COULOIR BUS OUVERT AUX VELOS;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.286098284752355, 48.84278393889565], [2.2856044587614512, 48.84225005814022]]}";48.8425169985, 2.28585137176
4115;15;NON;RUE DE;LOURMEL;VOIE 30;BANDE CYCLABLE SUR CHAUSSEE;CONTRESENS;BANDE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.286376773932201, 48.843582782808085], [2.2863955607586, 48.84368576931958]]}";48.8436342761, 2.28638616735
4120;15;NON;RUE DE;LOURMEL;VOIE 50;BANDE CYCLABLE DECALEE;CONTRESENS;BANDE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.289002297099768, 48.846797050590034], [2.289484019509933, 48.84734811685359], [2.290013592353841, 48.84795230183709], [2.290095256134857, 48.848046242897226]]}";48.8474216709, 2.28954874956
4127;15;NON;RUE DE;LOURMEL;VOIE 50;SANS MARQUAGE;CONTRESENS;SANS MARQUAGE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.292043698871055, 48.85026805485616], [2.292319410176243, 48.8505909913571]]}";48.8504295231, 2.29218155452
4136;15;NON;BOULEVARD DE;GRENELLE;VOIE 50;PISTE CYCLABLE SUR CHAUSSEE;SENS CIRCULATION GENERALE;PISTE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.300778053889943, 48.84800725826539], [2.300879472012313, 48.84799363536105], [2.301036979627944, 48.847943870819186]]}";48.8479808766, 2.30090870339
4144;15;NON;BOULEVARD;GARIBALDI;VOIE 50;PISTE CYCLABLE AVEC STATIONNEMENT RECONSTITUE;SENS CIRCULATION GENERALE;PISTE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.302446668301502, 48.847498415764555], [2.302652043366344, 48.847437203724546]]}";48.8474678097, 2.30254935583
4152;15;NON;BOULEVARD;GARIBALDI;VOIE 50;PISTE CYCLABLE AVEC STATIONNEMENT RECONSTITUE;SENS CIRCULATION GENERALE;PISTE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.303594781427726, 48.84715782342128], [2.3040269846279022, 48.84702970001922], [2.304028469155785, 48.84702957987651]]}";48.8470935506, 2.3038115971
4154;15;NON;BOULEVARD;GARIBALDI;VOIE 50;CONTINUITE VELO;SENS CIRCULATION GENERALE;CONTINUITE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.304193972483151, 48.84699854711508], [2.304375191804038, 48.84695462704342]]}";48.8469765871, 2.30428458214
4158;15;NON;BOULEVARD;GARIBALDI;VOIE 50;PISTE CYCLABLE AVEC STATIONNEMENT RECONSTITUE;SENS CIRCULATION GENERALE;PISTE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.305187403882918, 48.84668593410422], [2.3056128591891962, 48.846560443509276]]}";48.8466231888, 2.30540013154
4160;15;NON;BOULEVARD;GARIBALDI;VOIE 50;CONTINUITE VELO;SENS CIRCULATION GENERALE;CONTINUITE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.3058864762722058, 48.84649796061982], [2.306247163304634, 48.84637869456914]]}";48.8464383276, 2.30606681979
4161;15;NON;BOULEVARD;GARIBALDI;VOIE 50;BANDE CYCLABLE SUR CHAUSSEE;SENS CIRCULATION GENERALE;BANDE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.306247163304634, 48.84637869456914], [2.306364416005983, 48.8463458224783], [2.306432769085704, 48.846335727624506]]}";48.8463544815, 2.30633938445
4168;15;NON;BOULEVARD;GARIBALDI;VOIE 50;PISTE CYCLABLE AVEC STATIONNEMENT RECONSTITUE;SENS CIRCULATION GENERALE;PISTE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.307495553062608, 48.84602654016642], [2.307740723799003, 48.845957714289284]]}";48.8459921272, 2.30761813843
4169;15;NON;BOULEVARD;GARIBALDI;VOIE 50;BANDE CYCLABLE SUR CHAUSSEE;SENS CIRCULATION GENERALE;BANDE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.307418048248102, 48.84604829766412], [2.307495553062608, 48.84602654016642]]}";48.8460374189, 2.30745680066
4173;15;NON;BOULEVARD;GARIBALDI;VOIE 50;PISTE CYCLABLE SUR CHAUSSEE;SENS CIRCULATION GENERALE;PISTE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.308553144465935, 48.8457292859915], [2.308720400578783, 48.84568221974046]]}";48.8457057529, 2.30863677252
4175;15;NON;BOULEVARD;GARIBALDI;VOIE 50;PISTE CYCLABLE AVEC STATIONNEMENT RECONSTITUE;SENS CIRCULATION GENERALE;PISTE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.308913583429855, 48.84562785724668], [2.309009802720208, 48.84560073854869]]}";48.8456142979, 2.30896169308
4177;15;NON;BOULEVARD;GARIBALDI;VOIE 50;PISTE CYCLABLE AVEC STATIONNEMENT RECONSTITUE;SENS CIRCULATION GENERALE;PISTE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.309307617606383, 48.84551680094343], [2.309541529196804, 48.845450873442154]]}";48.8454838372, 2.3094245734
4192;15;NON;BOULEVARD;GARIBALDI;VOIE 50;BANDE CYCLABLE SUR CHAUSSEE;SENS CIRCULATION GENERALE;BANDE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.308038819534757, 48.84621162791171], [2.3079389068488902, 48.84623976482885]]}";48.8462256964, 2.30798886319
4199;15;NON;BOULEVARD;GARIBALDI;VOIE 50;BANDE CYCLABLE SUR CHAUSSEE;SENS CIRCULATION GENERALE;BANDE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.3061467311420882, 48.84674047326021], [2.305945387302484, 48.846801784017]]}";48.8467711286, 2.30604605922
4202;15;NON;BOULEVARD;GARIBALDI;VOIE 50;PISTE CYCLABLE AVEC STATIONNEMENT RECONSTITUE;SENS CIRCULATION GENERALE;PISTE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.305729494864611, 48.84686551106765], [2.305605996730451, 48.84690189354377]]}";48.8468837023, 2.3056677458
4208;15;NON;BOULEVARD;GARIBALDI;VOIE 50;BANDE CYCLABLE SUR CHAUSSEE;SENS CIRCULATION GENERALE;BANDE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.304132650591458, 48.847338592565734], [2.304084755501998, 48.84735275589013]]}";48.8473456742, 2.30410870305
